DBN,schoolyear,% of cohort,fl_percent,frl_percent,total_enrollment,grade9,grade10,grade11,grade12,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,has_junior_high,total_elem,total_kg,has_kg,has_elem,total_junior_high,only_hs,levels_not_hs
14K071,2009,54.9,0.0,93.2,906,106.0,118.0,98.0,81.0,23.2,26.5,0.3,19.8,76.0,3.3,54.1,45.9,1,0.0,0.0,0,0,503.0,0,1
26Q566,2006,90.4,23.9,0.0,1085,318.0,264.0,276.0,227.0,1.9,10.7,27.9,32.4,15.1,20.3,44.5,55.5,0,0.0,0.0,0,0,0.0,1,0
14K449,2010,100.0,0.0,62.3,336,126.0,102.0,75.0,33.0,0.3,1.2,35.7,28.9,20.5,13.1,54.8,45.2,0,0.0,0.0,0,0,0.0,1,0
15K462,2009,84.0,0.0,75.9,556,145.0,116.0,100.0,74.0,4.5,15.6,4.7,59.4,30.8,4.1,42.1,57.9,1,0.0,0.0,0,0,121.0,0,1
02M531,2009,97.8,0.0,77.7,216,66.0,63.0,48.0,39.0,1.9,8.8,1.9,46.8,41.2,8.3,23.1,76.9,0,0.0,0.0,0,0,0.0,1,0
25Q792,2007,46.8,55.73,0.0,151,43.0,83.0,18.0,7.0,3.3,6.6,12.6,27.8,48.3,10.6,49.0,51.0,0,0.0,0.0,0,0,0.0,1,0
31R440,2006,78.4,36.9,0.0,2361,466.0,609.0,890.0,396.0,4.6,15.6,7.3,18.2,20.5,52.5,51.0,49.0,0,0.0,0.0,0,0,0.0,1,0
05M469,2007,77.8,63.8,0.0,426,96.0,76.0,80.0,47.0,1.9,9.2,0.0,78.9,19.5,0.7,34.5,65.5,1,0.0,0.0,0,0,127.0,0,1
11X542,2010,93.5,0.0,74.3,501,152.0,163.0,83.0,103.0,2.6,10.2,2.4,44.5,46.7,6.0,47.3,52.7,0,0.0,0.0,0,0,0.0,1,0
15K463,2011,81.2,0.0,77.0,336,74.0,80.0,77.0,65.0,16.7,13.4,9.2,42.0,43.2,5.4,42.3,57.7,1,0.0,0.0,0,0,40.0,0,1
08X332,2011,78.6,0.0,79.6,333,113.0,87.0,73.0,60.0,12.6,18.0,0.9,39.9,56.8,0.6,49.2,50.8,0,0.0,0.0,0,0,0.0,1,0
27Q262,2006,100.0,55.6,0.0,500,88.0,80.0,67.0,0.0,1.2,6.6,5.0,60.2,27.0,7.4,42.2,57.8,1,0.0,0.0,0,0,265.0,0,1
28Q690,2008,85.8,42.7,0.0,575,212.0,116.0,137.0,110.0,0.9,9.2,5.0,77.9,14.4,1.7,47.3,52.7,0,0.0,0.0,0,0,0.0,1,0
18K635,2010,35.9,0.0,76.0,177,57.0,78.0,33.0,9.0,1.1,5.6,0.0,85.9,11.9,1.7,55.9,44.1,0,0.0,0.0,0,0,0.0,1,0
01M509,2006,68.6,81.5,0.0,619,187.0,118.0,32.0,57.0,11.6,23.3,13.2,18.9,66.2,1.6,49.6,50.4,1,0.0,0.0,0,0,225.0,0,1
13K412,2009,78.3,0.0,53.2,426,127.0,122.0,114.0,63.0,2.6,16.2,0.7,82.9,14.3,0.7,47.4,52.6,0,0.0,0.0,0,0,0.0,1,0
07X547,2010,61.6,0.0,93.2,342,127.0,96.0,56.0,63.0,14.6,20.5,0.3,28.9,69.6,0.3,55.3,44.7,0,0.0,0.0,0,0,0.0,1,0
15K530,2008,57.7,68.2,0.0,383,121.0,149.0,62.0,51.0,2.1,15.1,1.8,79.1,17.2,0.8,48.8,51.2,0,0.0,0.0,0,0,0.0,1,0
02M655,2005,86.5,63.9,0.0,699,188.0,168.0,115.0,120.0,4.1,10.0,4.7,33.9,56.1,3.0,43.3,56.7,1,0.0,0.0,0,0,108.0,0,1
02M550,2007,62.2,79.5,0.0,428,131.0,118.0,105.0,74.0,47.7,3.5,25.2,17.1,37.1,20.3,58.4,41.6,0,0.0,0.0,0,0,0.0,1,0
05M670,2011,93.7,0.0,65.1,580,114.0,102.0,97.0,82.0,1.4,10.0,0.2,78.1,20.9,0.2,44.1,55.9,1,0.0,0.0,0,0,185.0,0,1
28Q680,2007,100.0,41.9,0.0,612,109.0,129.0,106.0,89.0,0.0,0.3,34.3,47.9,14.9,2.3,35.3,64.7,1,0.0,0.0,0,0,179.0,0,1
09X263,2010,79.3,0.0,88.5,370,85.0,86.0,105.0,94.0,12.2,15.1,1.1,35.9,61.6,0.5,35.9,64.1,0,0.0,0.0,0,0,0.0,1,0
12X511,2011,78.6,0.0,60.0,71,71.0,0.0,0.0,0.0,11.3,18.3,4.2,32.4,60.6,2.8,46.5,53.5,0,0.0,0.0,0,0,0.0,1,0
07X221,2006,90.0,87.8,0.0,508,94.0,83.0,74.0,0.0,3.3,17.1,1.0,34.1,63.0,0.4,46.1,53.9,1,0.0,0.0,0,0,257.0,0,1
02M459,2007,82.8,84.8,0.0,323,121.0,64.0,72.0,66.0,65.0,0.6,24.5,14.6,45.2,15.8,49.2,50.8,0,0.0,0.0,0,0,0.0,1,0
14K478,2007,91.2,60.5,0.0,818,281.0,239.0,168.0,130.0,13.1,11.2,1.3,37.7,57.7,1.6,64.3,35.7,0,0.0,0.0,0,0,0.0,1,0
10X225,2008,86.7,69.0,0.0,510,67.0,86.0,65.0,72.0,3.1,10.8,2.2,23.9,69.2,3.3,37.8,62.2,1,0.0,0.0,0,0,220.0,0,1
07X500,2009,90.3,0.0,67.2,560,74.0,87.0,89.0,65.0,6.4,15.2,1.8,26.4,70.9,0.9,44.3,55.7,1,0.0,0.0,0,0,245.0,0,1
30Q301,2009,97.8,0.0,75.8,219,113.0,106.0,0.0,0.0,2.3,15.5,6.4,23.7,50.2,17.4,53.0,47.0,0,0.0,0.0,0,0,0.0,1,0
02M600,2005,85.2,67.7,0.0,1659,493.0,493.0,396.0,277.0,4.0,10.1,3.4,34.7,53.2,6.4,10.9,89.1,0,0.0,0.0,0,0,0.0,1,0
18K567,2010,75.9,0.0,80.2,331,108.0,98.0,78.0,47.0,3.3,21.5,0.0,83.7,13.9,2.1,37.8,62.2,0,0.0,0.0,0,0,0.0,1,0
17K548,2006,85.1,68.2,0.0,409,124.0,134.0,64.0,87.0,0.5,8.6,0.7,81.9,10.5,2.0,24.7,75.3,0,0.0,0.0,0,0,0.0,1,0
27Q323,2009,100.0,0.0,44.0,848,107.0,90.0,97.0,0.0,0.0,0.5,19.1,18.5,13.0,46.8,44.8,55.2,1,0.0,0.0,0,0,554.0,0,1
09X260,2009,96.9,0.0,80.9,430,146.0,113.0,89.0,82.0,3.5,9.3,6.0,21.9,70.9,0.7,48.8,51.2,0,0.0,0.0,0,0,0.0,1,0
08X269,2010,79.7,0.0,94.7,394,104.0,60.0,0.0,0.0,10.7,20.1,1.3,22.1,74.6,1.0,42.6,57.4,1,0.0,0.0,0,0,230.0,0,1
04M555,2010,98.5,0.0,80.1,404,152.0,111.0,91.0,50.0,4.5,14.1,5.7,29.0,62.6,1.5,33.7,66.3,0,0.0,0.0,0,0,0.0,1,0
07X551,2007,89.5,73.4,0.0,435,108.0,84.0,85.0,62.0,8.3,12.6,1.8,35.9,59.8,0.7,37.5,62.5,1,0.0,0.0,0,0,96.0,0,1
31R064,2011,89.9,0.0,35.4,408,121.0,111.0,93.0,83.0,1.0,22.8,5.9,15.7,17.6,60.0,52.0,48.0,0,0.0,0.0,0,0,0.0,1,0
22K555,2008,99.2,43.9,0.0,603,141.0,155.0,132.0,116.0,0.2,1.8,2.2,83.6,10.6,2.8,34.3,65.7,1,0.0,0.0,0,0,59.0,0,1
30Q501,2010,99.4,0.0,30.9,736,185.0,239.0,177.0,135.0,0.3,1.8,10.6,19.2,27.3,41.8,30.8,69.2,0,0.0,0.0,0,0,0.0,1,0
16K498,2007,80.3,55.8,0.0,700,341.0,153.0,113.0,93.0,5.0,14.9,0.3,75.1,22.3,0.3,49.9,50.1,0,0.0,0.0,0,0,0.0,1,0
13K509,2005,71.4,79.8,0.0,288,125.0,82.0,55.0,26.0,1.4,10.4,1.7,72.2,18.8,3.1,45.1,54.9,0,0.0,0.0,0,0,0.0,1,0
03M283,2008,65.7,64.1,0.0,384,156.0,133.0,45.0,50.0,4.4,13.0,1.0,54.7,42.2,0.8,38.5,61.5,0,0.0,0.0,0,0,0.0,1,0
19K660,2009,69.2,0.0,79.6,963,305.0,338.0,153.0,167.0,4.6,18.5,1.2,71.8,24.4,1.1,31.5,68.5,0,0.0,0.0,0,0,0.0,1,0
09X252,2006,89.6,78.4,0.0,226,116.0,110.0,0.0,0.0,2.2,8.8,2.2,32.3,61.9,1.8,44.2,55.8,0,0.0,0.0,0,0,0.0,1,0
22K425,2007,79.3,30.1,0.0,3828,1023.0,1260.0,675.0,870.0,8.0,8.8,16.1,26.8,14.7,42.3,54.1,45.9,0,0.0,0.0,0,0,0.0,1,0
29Q272,2008,90.3,44.7,0.0,401,120.0,110.0,96.0,75.0,1.5,12.7,9.0,70.3,17.2,2.5,46.9,53.1,0,0.0,0.0,0,0,0.0,1,0
22K405,2006,96.0,18.0,0.0,3764,1127.0,973.0,866.0,798.0,2.8,3.7,25.5,38.1,9.0,24.3,44.7,55.3,0,0.0,0.0,0,0,0.0,1,0
24Q744,2011,43.2,0.0,59.1,248,204.0,0.0,0.0,44.0,3.6,6.0,8.1,23.0,61.7,6.9,50.4,49.6,0,0.0,0.0,0,0,0.0,1,0
20K445,2010,78.9,0.0,53.6,3218,1105.0,860.0,687.0,566.0,24.5,14.3,34.3,6.0,28.8,30.8,59.7,40.3,0,0.0,0.0,0,0,0.0,1,0
09X525,2007,75.9,70.1,0.0,649,193.0,202.0,137.0,117.0,6.2,13.7,1.2,43.5,54.1,0.9,39.6,60.4,0,0.0,0.0,0,0,0.0,1,0
17K547,2009,80.4,0.0,71.4,446,135.0,139.0,76.0,96.0,4.5,12.1,2.7,81.4,10.8,2.0,54.0,46.0,0,0.0,0.0,0,0,0.0,1,0
29Q498,2010,89.7,0.0,62.7,483,168.0,119.0,115.0,81.0,2.9,13.0,2.3,90.7,6.0,0.6,41.2,58.8,0,0.0,0.0,0,0,0.0,1,0
02M529,2009,77.3,0.0,65.8,707,230.0,207.0,146.0,124.0,7.9,14.6,5.5,24.3,66.9,3.0,37.6,62.4,0,0.0,0.0,0,0,0.0,1,0
28Q310,2010,92.1,0.0,79.5,312,102.0,92.0,59.0,0.0,6.4,15.1,26.6,51.0,19.2,2.6,51.6,48.4,1,0.0,0.0,0,0,59.0,0,1
08X686,2005,80.5,83.5,0.0,475,225.0,159.0,51.0,40.0,7.8,23.8,1.1,38.3,57.7,1.1,54.5,45.5,0,0.0,0.0,0,0,0.0,1,0
21K690,2005,73.1,22.6,0.0,795,186.0,159.0,106.0,111.0,4.5,24.5,9.1,15.0,15.1,59.6,52.3,47.7,1,0.0,0.0,0,0,233.0,0,1
09X252,2010,80.2,0.0,64.8,358,90.0,92.0,77.0,99.0,8.4,12.8,1.4,29.3,67.9,0.6,46.1,53.9,0,0.0,0.0,0,0,0.0,1,0
13K483,2006,92.4,63.6,0.0,319,112.0,114.0,93.0,0.0,0.6,7.2,1.3,66.1,21.6,1.3,31.7,68.3,0,0.0,0.0,0,0,0.0,1,0
31R460,2010,88.0,0.0,48.4,3162,903.0,862.0,724.0,673.0,3.4,17.4,15.1,10.7,23.2,50.4,49.8,50.2,0,0.0,0.0,0,0,0.0,1,0
17K546,2005,97.9,61.5,0.0,295,118.0,92.0,85.0,0.0,0.3,2.4,2.0,77.3,13.2,0.0,25.4,74.6,0,0.0,0.0,0,0,0.0,1,0
02M294,2009,81.3,0.0,73.2,365,84.0,119.0,84.0,78.0,6.3,17.5,4.7,29.6,56.7,7.7,51.8,48.2,0,0.0,0.0,0,0,0.0,1,0
09X250,2005,90.6,60.0,0.0,152,89.0,0.0,0.0,0.0,2.6,4.6,0.0,52.6,42.1,0.7,42.8,57.2,1,0.0,0.0,0,0,63.0,0,1
02M475,2009,99.6,0.0,36.7,3277,868.0,844.0,783.0,782.0,0.0,0.4,69.3,1.8,2.8,25.8,58.3,41.7,0,0.0,0.0,0,0,0.0,1,0
24Q485,2010,68.1,0.0,47.1,2416,590.0,770.0,497.0,559.0,21.5,12.0,7.4,4.8,63.6,23.9,54.0,46.0,0,0.0,0.0,0,0,0.0,1,0
32K168,2011,84.8,0.0,60.0,43,43.0,0.0,0.0,0.0,11.6,7.0,7.0,48.8,39.5,0.0,60.5,39.5,0,0.0,0.0,0,0,0.0,1,0
31R470,2009,54.3,0.0,65.2,170,14.0,94.0,62.0,0.0,0.6,12.4,2.4,30.6,31.8,34.7,48.2,51.8,0,0.0,0.0,0,0,0.0,1,0
03M415,2007,68.4,76.6,0.0,706,142.0,158.0,143.0,160.0,7.1,15.6,0.6,65.3,33.3,0.3,50.0,50.0,1,0.0,0.0,0,0,103.0,0,1
18K635,2009,30.3,0.0,66.2,199,63.0,81.0,49.0,6.0,1.0,8.0,0.5,84.9,11.6,3.0,54.3,45.7,0,0.0,0.0,0,0,0.0,1,0
30Q501,2011,99.4,0.0,29.7,756,177.0,178.0,226.0,175.0,0.1,1.9,8.7,16.9,27.2,46.3,30.0,70.0,0,0.0,0.0,0,0,0.0,1,0
14K322,2007,59.7,56.8,0.0,274,103.0,93.0,78.0,0.0,0.7,10.2,0.4,83.2,12.8,1.8,42.0,58.0,0,0.0,0.0,0,0,0.0,1,0
03M860,2007,71.9,62.7,0.0,495,80.0,78.0,87.0,60.0,2.8,15.6,1.0,76.4,20.6,0.0,51.1,48.9,1,0.0,0.0,0,0,190.0,0,1
13K430,2011,98.7,0.0,50.7,5332,1413.0,1399.0,1319.0,1201.0,0.1,0.5,60.3,10.2,7.9,21.3,58.3,41.7,0,0.0,0.0,0,0,0.0,1,0
16K498,2009,67.9,0.0,40.0,421,98.0,115.0,119.0,89.0,4.0,18.3,0.2,76.2,23.3,0.0,50.4,49.6,0,0.0,0.0,0,0,0.0,1,0
02M625,2010,70.8,0.0,84.6,1699,557.0,560.0,297.0,285.0,10.5,17.0,3.1,31.6,62.7,2.4,47.2,52.8,0,0.0,0.0,0,0,0.0,1,0
04M555,2009,97.7,0.0,80.1,332,99.0,127.0,61.0,45.0,6.0,14.8,4.8,31.9,58.4,2.1,44.0,56.0,0,0.0,0.0,0,0,0.0,1,0
13K509,2009,46.3,0.0,82.7,314,128.0,66.0,50.0,70.0,1.6,18.5,1.6,80.9,14.6,1.9,49.4,50.6,0,0.0,0.0,0,0,0.0,1,0
11X253,2006,73.7,71.0,0.0,338,153.0,123.0,61.0,1.0,5.0,9.2,1.5,49.4,45.6,1.5,37.9,62.1,0,0.0,0.0,0,0,0.0,1,0
13K350,2006,87.4,66.7,0.0,217,107.0,110.0,0.0,0.0,0.9,11.1,2.3,70.0,24.0,0.9,46.1,53.9,0,0.0,0.0,0,0,0.0,1,0
02M308,2011,79.0,0.0,62.2,336,124.0,90.0,75.0,47.0,3.9,24.7,9.5,30.7,55.7,3.6,39.9,60.1,0,0.0,0.0,0,0,0.0,1,0
08X452,2010,69.6,0.0,83.7,322,78.0,89.0,67.0,88.0,7.5,21.4,3.1,36.0,59.9,0.6,48.1,51.9,0,0.0,0.0,0,0,0.0,1,0
02M408,2007,96.0,13.2,0.0,428,87.0,80.0,98.0,80.0,0.2,6.1,3.0,29.0,19.2,48.6,28.7,71.3,1,0.0,0.0,0,0,83.0,0,1
11X299,2011,79.4,0.0,64.4,498,180.0,132.0,107.0,79.0,7.6,21.7,5.4,35.7,46.0,11.8,58.6,41.4,0,0.0,0.0,0,0,0.0,1,0
08X519,2009,51.0,0.0,72.9,403,142.0,128.0,69.0,64.0,12.9,14.9,1.7,21.3,75.2,0.7,41.4,58.6,0,0.0,0.0,0,0,0.0,1,0
30Q450,2008,66.7,60.2,0.0,3204,919.0,969.0,650.0,666.0,13.7,11.9,15.7,13.9,58.1,11.7,52.4,47.6,0,0.0,0.0,0,0,0.0,1,0
10X141,2011,87.7,0.0,39.7,1337,175.0,190.0,135.0,130.0,6.7,15.2,8.8,13.0,53.0,24.9,51.8,48.2,1,0.0,0.0,0,0,707.0,0,1
12X278,2010,57.9,0.0,80.3,279,55.0,62.0,75.0,87.0,14.0,17.2,1.4,36.6,60.2,0.7,45.2,54.8,0,0.0,0.0,0,0,0.0,1,0
10X696,2006,100.0,19.7,0.0,334,80.0,77.0,91.0,86.0,0.0,0.0,18.0,22.5,26.0,33.2,48.2,51.8,0,0.0,0.0,0,0,0.0,1,0
17K489,2005,48.0,65.2,0.0,319,35.0,137.0,67.0,80.0,1.3,5.6,0.9,90.0,6.3,2.2,46.4,53.6,0,0.0,0.0,0,0,0.0,1,0
01M509,2008,66.3,81.5,0.0,441,132.0,129.0,65.0,76.0,12.9,18.4,11.8,17.7,68.7,1.8,52.2,47.8,1,0.0,0.0,0,0,39.0,0,1
30Q580,2008,100.0,32.2,0.0,428,74.0,76.0,72.0,65.0,0.5,0.5,23.4,8.4,29.7,38.1,43.7,56.3,1,0.0,0.0,0,0,141.0,0,1
02M412,2011,100.0,0.0,21.6,579,187.0,127.0,132.0,133.0,1.6,15.0,29.4,8.5,14.0,45.9,47.0,53.0,0,0.0,0.0,0,0,0.0,1,0
21K344,2008,71.9,70.4,0.0,430,154.0,128.0,84.0,64.0,8.8,7.2,10.7,30.0,27.0,31.9,45.3,54.7,0,0.0,0.0,0,0,0.0,1,0
04M435,2007,95.8,62.2,0.0,1569,459.0,463.0,377.0,270.0,8.0,9.3,18.6,20.0,56.7,2.7,51.0,49.0,0,0.0,0.0,0,0,0.0,1,0
12X262,2008,51.4,80.6,0.0,409,169.0,140.0,50.0,50.0,7.1,19.3,1.2,46.0,51.3,0.7,18.8,81.2,0,0.0,0.0,0,0,0.0,1,0
02M418,2011,99.3,0.0,32.7,626,144.0,155.0,180.0,147.0,0.2,9.1,30.0,8.8,21.7,35.9,38.2,61.8,0,0.0,0.0,0,0,0.0,1,0
02M500,2006,81.5,73.3,0.0,207,111.0,47.0,29.0,20.0,6.3,16.4,1.4,45.4,50.7,1.0,42.0,58.0,0,0.0,0.0,0,0,0.0,1,0
09X263,2005,76.7,60.0,0.0,107,107.0,0.0,0.0,0.0,19.6,14.0,0.0,24.3,72.0,0.0,33.6,66.4,0,0.0,0.0,0,0,0.0,1,0
02M420,2005,93.8,66.2,0.0,1476,611.0,402.0,201.0,262.0,6.0,6.3,22.2,24.8,45.7,4.5,30.3,69.7,0,0.0,0.0,0,0,0.0,1,0
17K489,2011,31.5,0.0,70.3,199,11.0,82.0,51.0,55.0,0.5,11.1,1.0,93.5,4.0,0.5,45.7,54.3,0,0.0,0.0,0,0,0.0,1,0
05M499,2010,84.8,0.0,67.0,1543,338.0,311.0,287.0,199.0,1.6,6.6,1.1,75.0,22.9,0.9,49.4,50.6,1,0.0,0.0,0,0,408.0,0,1
09X231,2008,81.6,62.8,0.0,422,100.0,123.0,107.0,92.0,3.1,14.7,1.2,65.2,32.5,0.9,100.0,0.0,0,0.0,0.0,0,0,0.0,1,0
05M670,2009,94.1,0.0,73.5,570,113.0,102.0,87.0,82.0,1.8,10.5,1.4,70.9,25.6,0.7,45.3,54.7,1,0.0,0.0,0,0,186.0,0,1
08X452,2011,63.8,0.0,69.2,305,73.0,77.0,85.0,70.0,7.2,23.0,3.9,33.8,61.3,0.7,49.5,50.5,0,0.0,0.0,0,0,0.0,1,0
17K524,2007,77.8,89.6,0.0,417,128.0,114.0,96.0,79.0,84.2,2.2,29.7,22.8,37.2,9.6,53.2,46.8,0,0.0,0.0,0,0,0.0,1,0
15K429,2009,85.7,0.0,73.0,493,79.0,96.0,81.0,99.0,5.5,21.7,1.2,52.7,41.4,4.1,52.3,47.7,1,0.0,0.0,0,0,138.0,0,1
28Q896,2009,93.8,0.0,76.9,370,83.0,60.0,53.0,0.0,1.9,6.5,12.7,68.4,15.4,1.1,0.0,100.0,1,0.0,0.0,0,0,174.0,0,1
26Q435,2008,65.1,20.3,0.0,2950,1025.0,812.0,624.0,489.0,7.1,10.1,21.8,58.3,14.9,2.6,53.6,46.4,0,0.0,0.0,0,0,0.0,1,0
25Q670,2011,91.1,0.0,46.4,721,242.0,176.0,163.0,140.0,7.5,18.4,28.4,11.5,35.4,24.5,53.8,46.2,0,0.0,0.0,0,0,0.0,1,0
11X265,2006,79.6,75.2,0.0,326,123.0,105.0,98.0,0.0,9.8,5.2,0.3,42.9,53.4,0.9,50.0,50.0,0,0.0,0.0,0,0,0.0,1,0
23K514,2011,82.2,0.0,66.9,365,127.0,118.0,52.0,68.0,1.4,20.3,0.8,88.5,10.4,0.0,48.5,51.5,0,0.0,0.0,0,0,0.0,1,0
11X542,2008,93.4,63.5,0.0,478,137.0,158.0,100.0,83.0,2.3,8.8,4.0,41.0,42.5,5.9,45.6,54.4,0,0.0,0.0,0,0,0.0,1,0
03M541,2005,96.0,61.2,0.0,320,120.0,129.0,71.0,0.0,4.4,1.6,23.1,20.3,36.9,11.9,42.5,57.5,0,0.0,0.0,0,0,0.0,1,0
31R605,2005,100.0,3.7,0.0,788,231.0,194.0,180.0,183.0,0.0,0.1,13.2,0.8,3.4,67.9,47.5,52.5,0,0.0,0.0,0,0,0.0,1,0
02M411,2006,98.1,47.2,0.0,413,110.0,103.0,107.0,93.0,0.2,2.4,59.6,5.8,10.7,22.8,38.0,62.0,0,0.0,0.0,0,0,0.0,1,0
19K615,2007,91.7,71.6,0.0,1664,535.0,532.0,302.0,295.0,1.4,12.0,4.6,67.5,24.5,1.1,79.9,20.1,0,0.0,0.0,0,0,0.0,1,0
04M555,2008,93.0,70.4,0.0,328,112.0,115.0,51.0,50.0,7.9,16.2,3.7,35.7,57.0,3.0,46.6,53.4,0,0.0,0.0,0,0,0.0,1,0
09X412,2006,62.0,90.7,0.0,487,117.0,153.0,139.0,78.0,10.1,15.0,1.6,34.7,61.6,0.8,52.6,47.4,0,0.0,0.0,0,0,0.0,1,0
07X473,2006,73.9,71.8,0.0,331,94.0,95.0,79.0,63.0,7.3,16.3,0.6,32.6,66.5,0.0,51.4,48.6,0,0.0,0.0,0,0,0.0,1,0
10X439,2011,73.0,0.0,80.2,432,154.0,143.0,53.0,82.0,13.4,20.8,2.3,30.8,64.6,0.9,44.4,55.6,0,0.0,0.0,0,0,0.0,1,0
14K632,2008,73.7,60.0,0.0,82,82.0,0.0,0.0,0.0,6.1,18.3,0.0,54.9,41.5,3.7,75.6,24.4,0,0.0,0.0,0,0,0.0,1,0
06M552,2010,72.8,0.0,97.3,477,99.0,225.0,50.0,103.0,91.6,0.0,0.0,0.0,100.0,0.0,48.8,51.2,0,0.0,0.0,0,0,0.0,1,0
23K643,2009,43.9,0.0,53.3,199,28.0,74.0,56.0,41.0,2.5,11.1,0.0,86.4,11.1,1.0,43.2,56.8,0,0.0,0.0,0,0,0.0,1,0
11X544,2009,73.0,0.0,81.5,471,129.0,189.0,69.0,84.0,9.8,19.1,1.3,43.3,52.7,0.6,50.3,49.7,0,0.0,0.0,0,0,0.0,1,0
17K590,2006,95.5,29.9,0.0,907,184.0,182.0,190.0,215.0,0.7,0.8,0.9,88.8,4.6,0.7,43.1,56.9,1,0.0,0.0,0,0,136.0,0,1
31R440,2008,81.3,40.6,0.0,2148,716.0,551.0,551.0,330.0,4.6,14.7,6.7,14.2,22.6,56.2,52.7,47.3,0,0.0,0.0,0,0,0.0,1,0
07X655,2010,45.5,0.0,83.5,826,283.0,221.0,206.0,116.0,16.1,25.7,1.3,30.1,67.1,0.6,77.5,22.5,0,0.0,0.0,0,0,0.0,1,0
21K540,2008,80.7,38.6,0.0,2972,1200.0,937.0,413.0,422.0,12.7,9.4,33.4,30.6,20.8,14.6,47.0,53.0,0,0.0,0.0,0,0,0.0,1,0
02M419,2010,77.7,0.0,85.1,442,166.0,117.0,88.0,71.0,14.9,14.7,4.1,17.9,76.2,1.6,44.3,55.7,0,0.0,0.0,0,0,0.0,1,0
02M570,2011,51.0,0.0,72.8,248,143.0,59.0,43.0,3.0,6.5,14.1,1.6,35.1,59.7,2.8,38.7,61.3,0,0.0,0.0,0,0,0.0,1,0
07X520,2010,59.6,0.0,93.8,394,111.0,134.0,70.0,79.0,17.3,21.1,2.8,26.1,69.5,0.8,45.2,54.8,0,0.0,0.0,0,0,0.0,1,0
02M425,2005,63.8,50.2,0.0,682,262.0,183.0,110.0,127.0,5.1,11.4,11.3,26.5,53.2,8.5,41.5,58.5,0,0.0,0.0,0,0,0.0,1,0
03M479,2010,99.7,0.0,21.3,1159,314.0,274.0,285.0,286.0,0.3,4.8,8.1,16.0,23.1,52.3,40.6,59.4,0,0.0,0.0,0,0,0.0,1,0
21K572,2011,83.6,0.0,64.4,226,64.0,79.0,47.0,36.0,21.7,16.4,19.5,19.5,41.2,19.5,51.3,48.7,0,0.0,0.0,0,0,0.0,1,0
02M529,2007,70.2,70.8,0.0,700,234.0,189.0,162.0,115.0,5.7,12.1,5.6,26.3,62.6,5.1,40.3,59.7,0,0.0,0.0,0,0,0.0,1,0
09X239,2009,46.3,0.0,79.2,253,79.0,66.0,74.0,34.0,15.0,24.5,0.4,53.0,44.3,0.8,100.0,0.0,0,0.0,0.0,0,0,0.0,1,0
12X267,2007,80.0,74.1,0.0,267,75.0,0.0,0.0,0.0,11.6,12.7,0.4,30.7,68.2,0.0,47.6,52.4,1,0.0,0.0,0,0,192.0,0,1
06M348,2010,95.5,0.0,94.8,524,97.0,88.0,85.0,0.0,21.8,18.5,0.0,2.1,97.1,0.0,55.5,44.5,1,0.0,0.0,0,0,254.0,0,1
15K497,2009,70.4,0.0,71.2,445,66.0,89.0,76.0,64.0,12.6,17.3,3.1,40.7,39.1,15.7,53.0,47.0,1,0.0,0.0,0,0,150.0,0,1
25Q460,2007,70.5,61.7,0.0,2604,1162.0,655.0,400.0,387.0,24.8,9.1,19.8,20.2,55.5,4.1,53.7,46.3,0,0.0,0.0,0,0,0.0,1,0
11X249,2010,98.4,0.0,80.2,307,109.0,63.0,80.0,55.0,6.2,10.4,4.9,47.6,40.7,0.7,34.9,65.1,0,0.0,0.0,0,0,0.0,1,0
16K498,2008,74.7,43.1,0.0,474,121.0,141.0,102.0,110.0,4.4,16.9,0.2,75.9,22.4,0.4,48.3,51.7,0,0.0,0.0,0,0,0.0,1,0
31R064,2010,92.2,0.0,49.3,302,117.0,107.0,78.0,0.0,0.7,23.8,6.3,14.6,19.2,59.6,54.6,45.4,0,0.0,0.0,0,0,0.0,1,0
02M565,2007,61.3,25.2,0.0,138,38.0,59.0,41.0,0.0,0.7,0.7,2.9,38.4,29.0,25.4,44.2,55.8,0,0.0,0.0,0,0,0.0,1,0
31R064,2009,88.9,0.0,50.7,201,96.0,105.0,0.0,0.0,1.5,24.4,5.5,14.4,17.9,52.2,56.2,43.8,0,0.0,0.0,0,0,0.0,1,0
11X541,2006,59.3,67.0,0.0,402,111.0,107.0,94.0,90.0,8.2,12.9,1.2,37.8,57.5,2.5,56.2,43.8,0,0.0,0.0,0,0,0.0,1,0
13K419,2006,79.6,30.9,0.0,971,353.0,381.0,95.0,142.0,2.0,6.2,6.0,76.0,11.0,0.8,55.0,45.0,0,0.0,0.0,0,0,0.0,1,0
02M294,2010,74.0,0.0,75.6,328,81.0,92.0,90.0,65.0,5.5,20.4,5.2,29.0,58.2,7.3,54.0,46.0,0,0.0,0.0,0,0,0.0,1,0
10X284,2007,77.1,79.6,0.0,416,136.0,106.0,108.0,66.0,7.5,8.9,2.2,38.2,54.3,1.9,42.3,57.7,0,0.0,0.0,0,0,0.0,1,0
05M285,2010,50.0,0.0,72.9,225,58.0,94.0,42.0,31.0,1.8,13.3,0.0,64.0,35.6,0.4,40.0,60.0,0,0.0,0.0,0,0,0.0,1,0
