DBN,schoolyear,% of cohort,fl_percent,frl_percent,total_enrollment,grade9,grade10,grade11,grade12,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,has_junior_high,total_elem,total_kg,has_kg,has_elem,total_junior_high,only_hs,levels_not_hs
09X365,2010,90.9,0.0,98.7,364,97.0,118.0,72.0,77.0,86.8,1.1,0.0,0.5,99.5,0.0,50.8,49.2,0,0.0,0.0,0,0,0.0,1,0
02M439,2010,100.0,0.0,79.1,433,107.0,129.0,105.0,92.0,3.5,8.5,7.2,22.2,66.1,4.4,39.7,60.3,0,0.0,0.0,0,0,0.0,1,0
03M415,2008,55.3,76.6,0.0,606,133.0,157.0,105.0,130.0,5.1,14.2,0.8,66.3,32.0,0.2,48.2,51.8,1,0.0,0.0,0,0,81.0,0,1
12X682,2010,75.2,0.0,92.2,506,134.0,133.0,96.0,143.0,11.1,26.3,0.0,28.7,70.9,0.4,55.3,44.7,0,0.0,0.0,0,0,0.0,1,0
21K348,2010,93.0,0.0,79.0,341,99.0,107.0,84.0,51.0,2.9,18.5,2.9,64.8,24.9,7.3,89.7,10.3,0,0.0,0.0,0,0,0.0,1,0
17K489,2009,35.5,0.0,78.2,258,31.0,121.0,49.0,57.0,0.4,8.1,0.8,89.1,8.9,0.4,42.2,57.8,0,0.0,0.0,0,0,0.0,1,0
12X278,2005,54.8,82.1,0.0,186,92.0,94.0,0.0,0.0,5.9,12.4,1.1,25.3,64.0,7.0,50.0,50.0,0,0.0,0.0,0,0,0.0,1,0
02M570,2007,55.0,68.0,0.0,959,245.0,339.0,284.0,91.0,2.4,6.9,2.5,40.7,52.9,3.5,47.2,52.8,0,0.0,0.0,0,0,0.0,1,0
21K620,2010,68.3,0.0,88.2,1171,468.0,293.0,250.0,160.0,3.3,21.4,3.2,74.6,15.7,6.1,80.6,19.4,0,0.0,0.0,0,0,0.0,1,0
08X530,2011,60.8,0.0,81.9,451,122.0,139.0,108.0,82.0,13.5,25.7,0.7,32.6,65.4,1.1,49.9,50.1,0,0.0,0.0,0,0,0.0,1,0
11X455,2011,70.1,0.0,50.6,1773,727.0,457.0,323.0,266.0,9.2,25.1,2.0,51.8,43.8,1.3,60.0,40.0,0,0.0,0.0,0,0,0.0,1,0
15K448,2011,90.8,0.0,57.2,692,103.0,98.0,83.0,81.0,4.5,29.2,4.3,34.2,48.1,12.6,59.1,40.9,1,0.0,0.0,0,0,327.0,0,1
02M418,2007,100.0,39.1,0.0,548,148.0,158.0,128.0,114.0,0.4,9.7,27.4,9.1,22.3,30.1,36.3,63.7,0,0.0,0.0,0,0,0.0,1,0
02M414,2009,99.2,0.0,47.4,467,139.0,109.0,109.0,110.0,1.1,11.8,27.6,16.1,37.5,17.6,45.4,54.6,0,0.0,0.0,0,0,0.0,1,0
07X381,2011,41.8,0.0,64.7,153,30.0,55.0,31.0,37.0,7.8,8.5,0.7,35.9,62.7,0.7,37.3,62.7,0,0.0,0.0,0,0,0.0,1,0
11X275,2005,87.2,76.4,0.0,200,112.0,88.0,0.0,0.0,5.0,8.5,1.5,36.0,55.0,4.0,74.0,26.0,0,0.0,0.0,0,0,0.0,1,0
11X253,2008,62.8,75.0,0.0,450,165.0,126.0,95.0,64.0,5.1,13.6,1.8,52.7,43.6,1.3,39.3,60.7,0,0.0,0.0,0,0,0.0,1,0
15K667,2011,77.3,0.0,79.9,988,340.0,325.0,323.0,0.0,14.4,22.3,4.7,7.8,80.8,6.7,50.7,49.3,0,0.0,0.0,0,0,0.0,1,0
09X414,2006,60.5,96.0,0.0,471,185.0,146.0,85.0,55.0,19.5,16.1,1.7,32.1,63.5,0.6,52.9,47.1,0,0.0,0.0,0,0,0.0,1,0
25Q252,2009,97.3,0.0,65.3,421,91.0,74.0,0.0,0.0,3.8,13.3,38.2,16.9,24.5,18.8,47.3,52.7,1,0.0,0.0,0,0,256.0,0,1
15K462,2007,85.7,67.2,0.0,597,155.0,125.0,69.0,65.0,4.2,12.1,4.0,57.5,31.2,6.9,43.0,57.0,1,0.0,0.0,0,0,183.0,0,1
24Q296,2010,69.7,0.0,69.5,347,90.0,90.0,96.0,71.0,89.6,1.2,0.0,0.0,100.0,0.0,52.7,47.3,0,0.0,0.0,0,0,0.0,1,0
02M545,2010,97.7,0.0,91.3,339,86.0,105.0,72.0,76.0,44.2,1.2,86.4,6.5,2.9,2.9,52.2,47.8,0,0.0,0.0,0,0,0.0,1,0
13K527,2011,90.4,0.0,62.2,469,99.0,61.0,63.0,0.0,1.5,13.2,5.1,79.3,11.7,2.6,0.0,100.0,1,0.0,0.0,0,0,246.0,0,1
07X548,2011,79.9,0.0,74.3,477,149.0,158.0,95.0,75.0,5.0,18.7,0.4,26.6,70.4,0.4,84.3,15.7,0,0.0,0.0,0,0,0.0,1,0
24Q264,2011,96.7,0.0,62.8,420,112.0,112.0,106.0,90.0,7.9,9.8,17.9,9.8,56.4,15.2,49.3,50.7,0,0.0,0.0,0,0,0.0,1,0
25Q263,2008,72.1,84.1,0.0,393,90.0,105.0,90.0,108.0,85.2,1.0,39.7,1.8,57.5,1.0,51.4,48.6,0,0.0,0.0,0,0,0.0,1,0
28Q310,2009,86.1,0.0,75.9,161,88.0,73.0,0.0,0.0,3.7,15.5,29.8,50.9,15.5,3.1,51.6,48.4,0,0.0,0.0,0,0,0.0,1,0
13K670,2008,97.5,50.7,0.0,865,213.0,183.0,227.0,242.0,0.0,3.8,2.7,83.7,11.1,1.4,39.3,60.7,0,0.0,0.0,0,0,0.0,1,0
03M860,2005,77.0,55.4,0.0,389,103.0,79.0,22.0,0.0,1.5,8.2,0.3,79.4,17.5,0.8,46.3,53.7,1,0.0,0.0,0,0,185.0,0,1
28Q680,2005,96.4,39.1,0.0,569,113.0,98.0,103.0,76.0,0.0,0.0,29.0,51.1,15.5,3.0,37.3,62.7,1,0.0,0.0,0,0,179.0,0,1
02M412,2009,97.6,0.0,20.2,520,122.0,135.0,136.0,127.0,0.6,15.8,29.2,9.0,13.3,46.2,50.2,49.8,0,0.0,0.0,0,0,0.0,1,0
29Q248,2008,75.0,33.5,0.0,358,97.0,89.0,87.0,85.0,2.8,11.5,3.6,85.8,7.8,1.1,52.0,48.0,0,0.0,0.0,0,0,0.0,1,0
14K322,2006,72.6,63.8,0.0,208,112.0,96.0,0.0,0.0,1.0,3.4,0.5,78.4,12.5,1.0,43.3,56.7,0,0.0,0.0,0,0,0.0,1,0
10X477,2005,96.8,90.3,0.0,411,110.0,123.0,99.0,79.0,34.3,1.7,14.8,18.0,56.9,9.7,49.6,50.4,0,0.0,0.0,0,0,0.0,1,0
10X237,2006,83.1,78.1,0.0,410,90.0,90.0,91.0,0.0,10.5,9.0,1.5,32.2,63.4,2.2,21.5,78.5,1,0.0,0.0,0,0,139.0,0,1
28Q687,2006,100.0,13.8,0.0,383,101.0,96.0,89.0,97.0,0.3,0.5,59.0,19.3,10.4,11.0,49.9,50.1,0,0.0,0.0,0,0,0.0,1,0
02M551,2007,76.8,80.9,0.0,395,111.0,115.0,76.0,93.0,17.0,11.9,2.0,29.9,64.6,1.0,62.5,37.5,0,0.0,0.0,0,0,0.0,1,0
28Q505,2006,75.8,36.5,0.0,3214,1076.0,988.0,542.0,608.0,9.8,7.8,26.3,48.4,21.1,2.6,41.4,58.6,0,0.0,0.0,0,0,0.0,1,0
03M404,2010,58.8,0.0,61.3,233,46.0,89.0,78.0,20.0,3.9,9.0,1.7,33.5,62.7,2.1,45.9,54.1,0,0.0,0.0,0,0,0.0,1,0
14K474,2007,76.8,63.8,0.0,1041,365.0,306.0,237.0,133.0,13.1,9.2,0.5,33.7,63.6,1.4,43.6,56.4,0,0.0,0.0,0,0,0.0,1,0
31R445,2011,72.4,0.0,53.3,2151,933.0,485.0,349.0,384.0,5.3,20.9,6.8,30.9,37.6,24.2,54.8,45.2,0,0.0,0.0,0,0,0.0,1,0
02M545,2007,100.0,78.4,0.0,292,92.0,58.0,71.0,71.0,60.3,0.0,85.6,4.5,5.1,2.4,52.1,47.9,0,0.0,0.0,0,0,0.0,1,0
27Q400,2010,57.8,0.0,78.6,1160,402.0,365.0,236.0,157.0,4.2,16.9,6.0,78.6,12.6,2.1,56.7,43.3,0,0.0,0.0,0,0,0.0,1,0
09X260,2011,94.5,0.0,70.0,444,131.0,128.0,103.0,82.0,1.6,14.0,5.9,24.3,68.7,1.1,46.2,53.8,0,0.0,0.0,0,0,0.0,1,0
15K448,2005,89.2,50.8,0.0,487,86.0,0.0,0.0,0.0,1.4,25.5,2.9,45.2,31.2,18.3,52.6,47.4,1,0.0,0.0,0,0,401.0,0,1
04M495,2010,96.2,0.0,83.5,360,129.0,87.0,82.0,62.0,5.8,13.1,3.1,36.9,58.9,0.8,41.4,58.6,0,0.0,0.0,0,0,0.0,1,0
12X278,2009,51.4,0.0,75.4,330,74.0,72.0,82.0,102.0,7.9,11.8,1.8,33.3,62.1,1.2,44.8,55.2,0,0.0,0.0,0,0,0.0,1,0
11X275,2010,86.5,0.0,83.7,557,187.0,179.0,93.0,98.0,10.6,18.5,3.4,35.9,59.2,0.9,86.0,14.0,0,0.0,0.0,0,0,0.0,1,0
31R047,2006,96.2,21.9,0.0,200,95.0,105.0,0.0,0.0,0.0,7.5,11.0,16.0,13.5,58.5,41.5,58.5,0,0.0,0.0,0,0,0.0,1,0
22K535,2006,97.6,21.6,0.0,974,281.0,229.0,272.0,192.0,0.5,7.1,11.0,17.8,8.9,53.0,47.7,52.3,0,0.0,0.0,0,0,0.0,1,0
19K504,2007,79.3,69.2,0.0,385,150.0,108.0,68.0,59.0,3.9,11.2,0.8,76.6,19.2,0.8,50.9,49.1,0,0.0,0.0,0,0,0.0,1,0
10X268,2011,73.2,0.0,95.1,497,111.0,127.0,129.0,130.0,88.7,0.4,6.8,5.4,84.7,3.0,52.3,47.7,0,0.0,0.0,0,0,0.0,1,0
18K569,2010,82.5,0.0,78.4,306,79.0,96.0,60.0,71.0,9.8,12.4,0.3,88.2,7.2,1.3,64.1,35.9,0,0.0,0.0,0,0,0.0,1,0
31R064,2008,90.0,37.84,0.0,134,134.0,0.0,0.0,0.0,3.7,25.4,4.5,24.6,20.9,48.5,45.5,54.5,0,0.0,0.0,0,0,0.0,1,0
19K615,2006,84.7,72.0,0.0,1708,549.0,592.0,301.0,266.0,0.8,12.7,4.3,66.6,25.9,1.3,79.8,20.2,0,0.0,0.0,0,0,0.0,1,0
10X213,2008,78.4,77.6,0.0,372,143.0,105.0,62.0,62.0,10.5,18.8,2.7,37.4,56.5,2.2,81.5,18.5,0,0.0,0.0,0,0,0.0,1,0
24Q267,2010,80.0,0.0,78.2,358,108.0,106.0,53.0,91.0,11.7,16.2,11.7,8.9,60.3,19.0,41.9,58.1,0,0.0,0.0,0,0,0.0,1,0
08X519,2010,49.4,0.0,77.4,375,117.0,98.0,85.0,75.0,14.9,18.9,1.6,22.4,74.7,0.8,41.3,58.7,0,0.0,0.0,0,0,0.0,1,0
11X418,2006,69.0,63.1,0.0,361,107.0,125.0,67.0,62.0,3.6,16.3,1.4,41.3,49.0,5.3,59.8,40.2,0,0.0,0.0,0,0,0.0,1,0
31R600,2010,84.0,0.0,63.2,741,242.0,210.0,153.0,136.0,4.3,26.2,4.9,40.4,32.8,21.9,70.2,29.8,0,0.0,0.0,0,0,0.0,1,0
15K448,2007,92.5,46.2,0.0,600,83.0,87.0,88.0,0.0,4.2,30.3,3.2,42.5,38.5,14.0,52.8,47.2,1,0.0,0.0,0,0,342.0,0,1
08X650,2009,53.1,0.0,89.2,1274,433.0,506.0,182.0,153.0,10.8,17.7,1.7,35.7,61.1,0.4,29.4,70.6,0,0.0,0.0,0,0,0.0,1,0
03M307,2006,68.8,42.5,0.0,293,109.0,114.0,70.0,0.0,5.5,12.3,2.4,39.6,49.5,6.5,55.3,44.7,0,0.0,0.0,0,0,0.0,1,0
02M520,2007,72.1,59.1,0.0,2774,1224.0,731.0,411.0,408.0,12.9,12.0,16.7,30.4,47.6,3.2,50.2,49.8,0,0.0,0.0,0,0,0.0,1,0
02M419,2006,70.7,61.0,0.0,431,116.0,143.0,91.0,81.0,4.2,17.6,2.6,31.6,60.3,3.9,49.7,50.3,0,0.0,0.0,0,0,0.0,1,0
10X439,2008,69.0,82.7,0.0,440,172.0,152.0,54.0,62.0,10.0,18.6,2.3,40.2,56.4,0.7,40.7,59.3,0,0.0,0.0,0,0,0.0,1,0
09X231,2009,78.7,0.0,71.1,449,112.0,110.0,116.0,111.0,3.1,20.3,1.6,62.8,33.4,0.2,100.0,0.0,0,0.0,0.0,0,0,0.0,1,0
10X660,2007,44.9,71.0,0.0,1445,620.0,494.0,184.0,147.0,18.5,18.1,1.1,31.3,64.1,1.9,37.0,63.0,0,0.0,0.0,0,0,0.0,1,0
16K393,2006,87.0,59.2,0.0,424,104.0,79.0,0.0,0.0,0.2,8.0,0.7,88.7,8.3,0.5,46.7,53.3,1,0.0,0.0,0,0,241.0,0,1
13K430,2005,98.5,23.7,0.0,4240,1206.0,1192.0,937.0,905.0,0.1,0.3,48.1,14.9,8.3,23.6,59.8,40.2,0,0.0,0.0,0,0,0.0,1,0
05M304,2007,79.8,62.7,0.0,414,126.0,116.0,86.0,86.0,7.2,10.9,1.0,33.6,56.8,3.1,51.4,48.6,0,0.0,0.0,0,0,0.0,1,0
12X245,2007,59.3,85.2,0.0,429,82.0,80.0,71.0,0.0,11.7,15.9,0.9,46.2,51.5,0.5,45.2,54.8,1,0.0,0.0,0,0,196.0,0,1
27Q260,2006,81.1,67.8,0.0,268,115.0,104.0,49.0,0.0,2.2,4.9,7.1,66.8,19.0,0.7,49.3,50.7,0,0.0,0.0,0,0,0.0,1,0
31R450,2007,77.4,48.5,0.0,2851,1049.0,864.0,527.0,411.0,6.2,12.5,6.3,36.3,29.8,26.9,47.1,52.9,0,0.0,0.0,0,0,0.0,1,0
07X551,2006,82.7,71.9,0.0,314,87.0,90.0,85.0,52.0,6.4,10.2,2.5,37.3,58.9,0.3,34.7,65.3,0,0.0,0.0,0,0,0.0,1,0
08X332,2008,65.4,88.0,0.0,292,101.0,108.0,83.0,0.0,10.3,12.0,1.4,42.1,55.1,0.7,49.0,51.0,0,0.0,0.0,0,0,0.0,1,0
09X525,2009,63.2,0.0,85.2,658,199.0,166.0,149.0,144.0,8.8,18.4,1.1,43.0,54.1,0.6,42.4,57.6,0,0.0,0.0,0,0,0.0,1,0
22K405,2007,93.3,19.0,0.0,3762,1115.0,1116.0,682.0,849.0,3.2,4.0,27.1,38.2,9.3,23.5,45.0,55.0,0,0.0,0.0,0,0,0.0,1,0
09X250,2010,89.0,0.0,70.3,359,99.0,85.0,68.0,55.0,8.4,17.0,1.1,42.6,55.7,0.3,48.2,51.8,1,0.0,0.0,0,0,52.0,0,1
18K642,2010,73.4,0.0,88.8,246,65.0,89.0,92.0,0.0,13.4,13.8,2.0,80.1,15.9,1.6,59.3,40.7,0,0.0,0.0,0,0,0.0,1,0
02M620,2010,57.1,0.0,76.8,1736,476.0,694.0,344.0,222.0,18.5,15.0,2.0,27.4,68.7,1.6,51.3,48.7,0,0.0,0.0,0,0,0.0,1,0
21K540,2011,80.7,0.0,58.7,2168,486.0,770.0,459.0,453.0,19.6,8.7,39.1,30.6,19.1,10.8,51.5,48.5,0,0.0,0.0,0,0,0.0,1,0
27Q302,2009,67.0,0.0,94.5,171,109.0,62.0,0.0,0.0,12.3,15.8,2.9,62.6,28.1,2.3,59.6,40.4,0,0.0,0.0,0,0,0.0,1,0
22K555,2007,100.0,42.3,0.0,602,153.0,134.0,124.0,123.0,0.0,1.5,1.7,82.7,9.5,3.3,34.9,65.1,1,0.0,0.0,0,0,68.0,0,1
04M495,2011,97.9,0.0,76.8,349,110.0,96.0,80.0,63.0,4.3,10.6,4.9,33.2,59.6,0.3,42.1,57.9,0,0.0,0.0,0,0,0.0,1,0
09X412,2011,57.9,0.0,77.6,401,115.0,118.0,94.0,74.0,23.2,23.2,0.7,38.7,59.9,0.5,54.9,45.1,0,0.0,0.0,0,0,0.0,1,0
05M499,2007,95.5,63.6,0.0,1417,235.0,302.0,224.0,206.0,1.0,5.0,1.1,71.9,26.3,0.6,49.3,50.7,1,0.0,0.0,0,0,450.0,0,1
14K610,2007,63.1,69.6,0.0,1118,573.0,360.0,126.0,59.0,6.4,15.2,1.6,58.8,34.2,2.1,94.8,5.2,0,0.0,0.0,0,0,0.0,1,0
32K554,2008,97.4,92.8,0.0,257,40.0,50.0,37.0,43.0,2.3,5.8,1.6,20.2,78.2,0.0,51.8,48.2,1,0.0,0.0,0,0,87.0,0,1
25Q263,2007,83.9,83.4,0.0,382,99.0,102.0,99.0,82.0,88.0,1.0,38.0,2.1,59.4,0.5,52.4,47.6,0,0.0,0.0,0,0,0.0,1,0
07X334,2010,55.9,0.0,95.1,371,106.0,133.0,69.0,63.0,89.5,2.2,4.3,23.7,68.7,3.0,52.0,48.0,0,0.0,0.0,0,0,0.0,1,0
30Q555,2005,79.0,70.1,0.0,1080,288.0,473.0,302.0,17.0,72.0,0.0,28.8,2.4,60.7,8.0,50.6,49.4,0,0.0,0.0,0,0,0.0,1,0
02M630,2010,91.6,0.0,61.9,1283,287.0,337.0,366.0,293.0,2.3,9.9,8.7,27.4,50.7,11.8,48.0,52.0,0,0.0,0.0,0,0,0.0,1,0
30Q575,2005,91.6,40.9,0.0,608,157.0,195.0,152.0,104.0,4.1,5.8,28.9,10.9,29.6,24.2,43.9,56.1,0,0.0,0.0,0,0,0.0,1,0
02M288,2009,93.7,0.0,77.3,436,127.0,119.0,93.0,97.0,3.0,18.1,1.8,45.0,47.9,3.4,42.9,57.1,0,0.0,0.0,0,0,0.0,1,0
08X432,2010,85.1,0.0,60.0,78,78.0,0.0,0.0,0.0,78.2,9.0,2.6,10.3,87.2,0.0,46.2,53.8,0,0.0,0.0,0,0,0.0,1,0
18K569,2007,75.3,60.0,0.0,70,70.0,0.0,0.0,0.0,10.0,8.6,0.0,81.4,15.7,1.4,61.4,38.6,0,0.0,0.0,0,0,0.0,1,0
02M529,2006,79.6,70.8,0.0,691,209.0,215.0,144.0,123.0,4.9,11.0,5.1,25.9,63.5,3.9,38.2,61.8,0,0.0,0.0,0,0,0.0,1,0
02M296,2011,90.3,0.0,72.4,419,154.0,101.0,79.0,85.0,9.5,14.8,5.3,26.5,66.1,2.1,32.2,67.8,0,0.0,0.0,0,0,0.0,1,0
12X690,2008,55.9,77.7,0.0,523,225.0,105.0,101.0,92.0,13.0,15.5,0.6,28.7,69.4,0.8,55.1,44.9,0,0.0,0.0,0,0,0.0,1,0
02M420,2010,94.9,0.0,81.4,1721,579.0,492.0,390.0,260.0,4.4,9.7,19.5,24.4,50.6,5.3,29.2,70.8,0,0.0,0.0,0,0,0.0,1,0
01M292,2005,72.3,99.0,0.0,294,87.0,63.0,0.0,0.0,9.9,19.0,11.6,36.1,45.2,3.4,54.4,45.6,1,0.0,0.0,0,0,144.0,0,1
10X438,2008,69.2,79.0,0.0,522,230.0,125.0,88.0,79.0,12.5,14.4,2.7,36.4,58.6,1.3,59.0,41.0,0,0.0,0.0,0,0,0.0,1,0
08X530,2008,63.1,81.9,0.0,465,136.0,136.0,106.0,87.0,13.3,16.6,1.9,31.0,65.6,0.6,43.0,57.0,0,0.0,0.0,0,0,0.0,1,0
22K495,2011,66.7,0.0,53.1,1928,575.0,554.0,346.0,453.0,21.7,13.1,12.0,61.8,15.8,10.1,53.2,46.8,0,0.0,0.0,0,0,0.0,1,0
27Q309,2009,74.6,0.0,80.9,252,76.0,44.0,0.0,0.0,7.9,13.1,10.3,56.7,29.0,2.4,42.5,57.5,1,0.0,0.0,0,0,132.0,0,1
30Q501,2009,99.1,0.0,38.3,725,236.0,182.0,136.0,171.0,0.3,2.6,10.8,18.3,28.7,36.8,30.9,69.1,0,0.0,0.0,0,0,0.0,1,0
03M505,2006,56.5,90.1,0.0,589,1.0,183.0,222.0,183.0,3.7,14.8,0.8,42.1,54.2,2.0,48.7,51.3,0,0.0,0.0,0,0,0.0,1,0
06M462,2006,80.1,76.0,0.0,720,222.0,204.0,134.0,160.0,28.1,14.4,0.3,6.1,91.7,0.6,57.5,42.5,0,0.0,0.0,0,0,0.0,1,0
08X377,2007,42.5,60.0,0.0,105,48.0,39.0,15.0,3.0,2.9,7.6,0.0,45.7,53.3,1.0,36.2,63.8,0,0.0,0.0,0,0,0.0,1,0
30Q502,2010,81.9,0.0,82.6,945,263.0,254.0,214.0,214.0,9.8,17.1,14.9,17.9,57.1,9.9,72.6,27.4,0,0.0,0.0,0,0,0.0,1,0
11X290,2005,73.1,69.3,0.0,289,139.0,97.0,53.0,0.0,1.4,7.6,2.4,54.3,40.1,0.3,27.3,72.7,0,0.0,0.0,0,0,0.0,1,0
02M437,2011,88.2,0.0,61.5,226,122.0,104.0,0.0,0.0,8.8,16.4,5.8,23.5,62.4,6.6,60.6,39.4,0,0.0,0.0,0,0,0.0,1,0
13K430,2009,98.7,0.0,53.8,4947,1380.0,1365.0,1141.0,1061.0,0.0,0.7,58.8,12.0,8.3,20.5,58.0,42.0,0,0.0,0.0,0,0,0.0,1,0
13K430,2008,98.2,36.2,0.0,4662,1347.0,1246.0,1110.0,959.0,0.0,0.6,57.4,13.1,8.0,21.0,58.2,41.8,0,0.0,0.0,0,0,0.0,1,0
03M485,2007,98.7,19.0,0.0,2572,611.0,677.0,663.0,621.0,0.4,1.0,19.0,16.6,19.2,45.0,25.2,74.8,0,0.0,0.0,0,0,0.0,1,0
32K552,2009,58.9,0.0,74.4,469,148.0,143.0,97.0,81.0,15.4,16.8,1.1,34.8,62.3,1.7,49.3,50.7,0,0.0,0.0,0,0,0.0,1,0
09X227,2009,60.6,0.0,97.7,391,96.0,120.0,90.0,85.0,24.8,18.2,0.5,32.7,63.7,1.5,51.2,48.8,0,0.0,0.0,0,0,0.0,1,0
11X265,2005,91.8,86.1,0.0,224,115.0,109.0,0.0,0.0,8.5,2.7,0.4,45.5,51.8,0.9,46.9,53.1,0,0.0,0.0,0,0,0.0,1,0
13K419,2005,82.8,66.7,0.0,928,371.0,267.0,129.0,161.0,1.6,5.8,5.8,76.1,11.6,2.4,53.8,46.2,0,0.0,0.0,0,0,0.0,1,0
02M305,2005,75.0,60.0,0.0,82,82.0,0.0,0.0,0.0,2.4,11.0,6.1,39.0,42.7,11.0,53.7,46.3,0,0.0,0.0,0,0,0.0,1,0
12X251,2011,69.2,0.0,76.4,362,101.0,116.0,75.0,70.0,19.9,21.3,1.7,31.2,65.5,1.4,50.8,49.2,0,0.0,0.0,0,0,0.0,1,0
02M605,2008,85.1,47.7,0.0,177,20.0,76.0,38.0,43.0,0.6,10.7,6.2,32.2,51.4,9.6,46.3,53.7,0,0.0,0.0,0,0,0.0,1,0
10X237,2007,69.7,74.8,0.0,469,102.0,70.0,85.0,80.0,9.6,11.3,2.6,30.3,64.6,1.3,23.2,76.8,1,0.0,0.0,0,0,132.0,0,1
11X265,2009,75.2,0.0,83.4,448,149.0,117.0,95.0,87.0,6.3,11.8,2.5,42.0,54.0,1.1,57.6,42.4,0,0.0,0.0,0,0,0.0,1,0
09X239,2007,53.8,67.4,0.0,323,135.0,86.0,61.0,40.0,9.3,19.2,0.0,52.0,44.6,1.5,99.7,0.3,1,0.0,0.0,0,0,1.0,0,1
27Q475,2011,66.7,0.0,61.8,2585,767.0,758.0,645.0,415.0,17.4,13.7,32.9,16.8,46.4,3.2,53.0,47.0,0,0.0,0.0,0,0,0.0,1,0
22K495,2008,62.8,34.0,0.0,2450,844.0,767.0,389.0,450.0,14.0,11.6,10.3,65.1,16.3,6.9,50.1,49.9,0,0.0,0.0,0,0,0.0,1,0
05M367,2010,60.9,0.0,80.3,423,94.0,78.0,47.0,51.0,8.3,21.7,0.7,63.6,35.7,0.0,46.8,53.2,1,0.0,0.0,0,0,153.0,0,1
02M298,2006,89.0,97.6,0.0,310,112.0,97.0,101.0,0.0,1.6,7.1,29.4,27.4,29.0,5.2,51.6,48.4,0,0.0,0.0,0,0,0.0,1,0
06M468,2011,77.0,0.0,90.7,679,231.0,205.0,116.0,127.0,31.2,13.8,0.7,13.7,83.8,1.0,52.7,47.3,0,0.0,0.0,0,0,0.0,1,0
20K445,2006,74.0,59.9,0.0,2989,957.0,880.0,619.0,533.0,13.9,12.3,25.1,9.4,30.0,34.6,55.0,45.0,0,0.0,0.0,0,0,0.0,1,0
22K535,2011,99.2,0.0,29.0,1022,254.0,247.0,257.0,264.0,0.5,7.3,13.5,9.4,10.8,65.6,41.2,58.8,0,0.0,0.0,0,0,0.0,1,0
03M479,2009,99.2,0.0,19.8,1144,275.0,298.0,291.0,280.0,0.2,5.2,7.4,13.7,21.6,52.6,39.6,60.4,0,0.0,0.0,0,0,0.0,1,0
08X376,2010,76.0,0.0,90.1,368,77.0,0.0,0.0,0.0,9.0,25.0,4.1,29.1,65.8,0.5,46.2,53.8,1,0.0,0.0,0,0,291.0,0,1
06M468,2010,72.4,0.0,87.9,711,245.0,171.0,158.0,137.0,32.8,12.2,1.0,9.1,88.5,1.1,51.3,48.7,0,0.0,0.0,0,0,0.0,1,0
07X500,2006,98.4,66.3,0.0,534,54.0,79.0,103.0,103.0,4.5,8.1,3.7,22.8,72.5,0.2,39.3,60.7,1,0.0,0.0,0,0,195.0,0,1
07X670,2008,81.3,74.2,0.0,641,213.0,228.0,105.0,95.0,6.4,13.9,2.0,36.7,60.8,0.5,28.9,71.1,0,0.0,0.0,0,0,0.0,1,0
18K673,2010,62.3,0.0,66.4,208,67.0,88.0,39.0,14.0,1.0,8.2,0.5,88.5,10.6,0.5,52.4,47.6,0,0.0,0.0,0,0,0.0,1,0
10X696,2007,100.0,21.3,0.0,332,89.0,82.0,75.0,86.0,0.0,0.6,16.0,19.6,23.5,39.2,51.2,48.8,0,0.0,0.0,0,0,0.0,1,0
02M586,2007,47.1,68.1,0.0,92,21.0,24.0,30.0,17.0,4.3,16.3,2.2,38.0,48.9,7.6,53.3,46.7,0,0.0,0.0,0,0,0.0,1,0
06M423,2011,54.0,0.0,99.2,178,76.0,48.0,54.0,0.0,19.7,34.3,0.0,25.8,72.5,0.0,52.8,47.2,0,0.0,0.0,0,0,0.0,1,0
08X452,2008,77.2,69.2,0.0,305,89.0,97.0,72.0,47.0,8.2,20.7,3.6,35.7,59.7,0.7,43.9,56.1,0,0.0,0.0,0,0,0.0,1,0
12X692,2011,58.8,0.0,87.3,466,210.0,132.0,76.0,48.0,28.8,20.8,0.9,20.4,77.5,1.3,52.6,47.4,0,0.0,0.0,0,0,0.0,1,0
21K348,2005,91.5,60.0,0.0,91,91.0,0.0,0.0,0.0,0.0,6.6,4.4,62.6,19.8,9.9,78.0,22.0,0,0.0,0.0,0,0,0.0,1,0
07X670,2010,69.0,0.0,89.1,608,181.0,164.0,125.0,138.0,8.6,15.6,2.3,37.0,60.5,0.0,27.0,73.0,0,0.0,0.0,0,0,0.0,1,0
02M316,2006,82.2,73.8,0.0,206,113.0,93.0,0.0,0.0,3.9,8.3,3.4,35.0,53.9,1.5,0.0,100.0,0,0.0,0.0,0,0,0.0,1,0
10X368,2007,86.8,75.3,0.0,990,186.0,150.0,99.0,79.0,12.3,14.5,4.0,15.3,77.4,2.6,52.4,47.6,1,0.0,0.0,0,0,476.0,0,1
05M369,2011,81.1,0.0,77.7,374,149.0,87.0,74.0,64.0,6.1,16.6,0.5,59.1,38.2,0.8,25.4,74.6,0,0.0,0.0,0,0,0.0,1,0
09X517,2005,92.4,62.7,0.0,306,86.0,73.0,0.0,0.0,3.3,4.6,1.6,52.9,41.8,1.0,45.1,54.9,1,0.0,0.0,0,0,147.0,0,1
